author_repo,wf_contents,security_policy
flutter/flutter,coverage' 'active' '36669197' 'Flutter Tools Test' 'active' '28233242' 'Lock Threads' 'active' '11751068' '.github/workflows/mirror.yml' 'active' '25176635' 'No Response' 'active' '11773750' 'Scorecards supply-chain security' 'active' '18726365,SSuuppppoorrtteedd VVeerrssiioonnss' 'We commit to publishing security updates for the version of Flutter currently' 'on the stable branch' 'EExxppeeccttaattiioonnss' 'We treat security reports equivalent to a P priority level This means that we' 'attempt to fix them as quickly as possible We will release a beta or hotfix' 'for any major security report found in the most recent stable version of our' 'SDK' 'Any vulnerability reported for any Flutter websites like flutterdev does not' 'require a release and will be fixed in the website itself' 'RReeppoorrttiinngg aa VVuullnneerraabbiilliittyy' 'To report a vulnerability please email securityflutterdev with a' 'description of the problem the steps you took to reproduce the problem' 'affected versions and any known mitigations' 'We should reply within three working days probably much sooner' 'We use GitHubs security advisory feature to track open security reports You' 'should expect a close collaboration as we work to resolve the security' 'vulnerability you have reported Please reach out to securityflutterdev again' 'if you do not receive prompt attention and regular updates' 'You may also reach out to the team via our public Discord chat channels' 'however please make sure to email securityflutterdev when reporting a' 'vulnerability and avoid revealing information about vulnerabilities in public' 'if that could put users at risk' 'FFllaaggggiinngg EExxiissttiinngg IIssssuueess aass SSeeccuurriittyyrreellaatteedd' 'If you believe that an existing github issue is securityrelated we ask that' 'you send an email to securityflutterdev The email should include the github' 'issue ID and a short description of why it should be handled according to this' 'security policy' 'Security reports are not tracked explicitly in the github issue database other' 'than via issue ' 'DDiisscclloossuurree PPrroocceessss' 'This section describes the process used by the Flutter team when handling' 'vulnerability reports' 'Vulnerability reports are received via the securityflutterdev email alias' 'Certain team members who have been designated the vulnerability management' 'team receive these emails When receiving such an email one of the' 'vulnerability management team members will' '    Reply to the email acknowledging its receipt ccing securityflutterdev' '      so that the other members of the team are aware that they are handling' '      the security report If the email does not describe an actual' '      vulnerability the process will stop here Unfortunately we do receive' '      spam and wellmeaning but ultimately misguided reports that do not' '      represent issues for which this process is appropriate at this address' '    Triage the report to evaluate its impact and if it is a security' '      vulnerability' '    Collaborate with the appropriate team lead to ensure that an owner is' '      assigned to the report The owner will drive it through the fix and' '      release process' '    Work with the team lead and product manager to determine if this security' '      report requires a security advisory' '    Create a new security advisory if an advisory is required One must be' '      the repo admin to do this Vulnerability management team members who are' '      not also a repo admin will reach out to the repo admins until they find' '      one who can create the advisory The repo admins who are also' '      vulnerability management team members are Hixie and tvolkert' '    Reach out to the reporter to ask them if they would like to be involved' '      and whether they would like to be credited For credit the GitHub' '      security advisory UI has a field that allows contributors to be credited' '    Add the vulnerability reporter relevant team lead and fix owner to the' '      security advisory so that they can get updates' '    If the security issue does not yet have a CVE number as a Googler' '      request one from gocverequest Every security advisory will have a CVE' '      number' '    Reopen Issue  to ensure that security vulnerabilities will be' '      checked during critical triage' '   Work with the release and PR team to coordinate the publication of the' '      security advisory' 'RReecceeiivviinngg sseeccuurriittyy uuppddaatteess' 'The best way to receive security updates is to subscribe to the flutter' 'announce mailing list or updates to the Discord channel We will also announce' 'security advisories in the technical release blog post' 'Flutter does not have a bug bounty program' 'RReeffeerreenncceess' '     If team members need additional help as a Googler they can review Dash' '      Security Playbook' '     For more information on security advisories see the GitHub' '      documentation' 'IIff tteeaamm mmeemmbbeerrss ffrroomm ootthheerr oorrggaanniizzaattiioonnss wwoouulldd lliikkee tthheeiirr tteeaammss ppllaayybbooookk' 'lliisstteedd hheerree ffoorr tthheeiirr rreeffeerreennccee eevveenn iiff iitt iiss nnoott aa ppuubblliicc rreessoouurrccee pplleeaassee' 'ssuubbmmiitt aa PPRR
mui/material-ui,Maintenance' 'active' '816300' 'CI' 'active' '4605442' 'Support Stack Overflow' 'active' '19005761' 'Check if PR has label' 'active' '26731361' 'No response' 'active' '26813396' 'CodeQL' 'active' '37417330' 'Mark duplicate' 'active' '37859132' 'Scorecards supply-chain security' 'active' '39161832' 'CI Check' 'active' '40028988' 'E2E Website' 'disabled_manually' '16124174,SSuuppppoorrtteedd vveerrssiioonnss' 'The versions of the project that are currently supported with security updates' 'VVeerrssiioonn SSuuppppoorrtteedd' 'x     ' 'x     ' '    ' 'RReeppoorrttiinngg aa vvuullnneerraabbiilliittyy' 'You can report a vulnerability by contacting us via email at securitymuicom
ionic-team/ionic-framework,Pull Request Labeler' 'active' '2795988' 'Ionic Framework Build' 'active' '9265489' 'Ionic Dev Build' 'active' '15092567' 'Ionic Production Release' 'active' '16249614' 'Ionic Pre-Release' 'active' '16372890' 'Update Reference Screenshots' 'active' '21085777' 'Ionic Nightly Build' 'active' '24194951' 'CodeQL' 'active' '27864643' 'Stencil Nightly Build' 'active' '40155433' 'Release Ionic' 'active' '40795869,RReeppoorrttiinngg aa VVuullnneerraabbiilliittyy' 'Please report security vulnerabilities via email to securityionicio
google/material-design-icons,pages-build-deployment' 'active' '27389916,We use httpsgcovulnz for our intake and triage For valid issues we will' 'do coordination and disclosure here on GitHub including using a GitHub' 'Security Advisory when necessary' 'The Google Security Team will process your report within a day and respond' 'within a week although it will depend on the severity of your report
Solido/awesome-flutter,pages-build-deployment' 'active' '17112834,
Dogfalo/materialize,pages-build-deployment' 'active' '17250782,
vuetifyjs/vuetify,CI' 'active' '1959815' 'Crowdin Uploads' 'active' '2400670' 'Nightly Release' 'active' '5944925' 'Issue triage' 'active' '11911265,This document outlines security procedures and general policies for the Vuetify' 'project' '     Reporting a Bug' '     Disclosure Policy' '     Comments on this Policy' 'RReeppoorrttiinngg aa BBuugg' 'The Vuetify team and community take all security bugs in Vuetify seriously We' 'appreciate your efforts and responsible disclosure and will make every effort' 'to acknowledge your contributions' 'To report a security issue email securityvuetifyjscom and include the word' 'SSEECCUURRIITTYY in the subject line' 'The Vuetify team will send a response indicating the next steps in handling' 'your report After the initial reply to your report the security team will' 'keep you informed of the progress towards a fix and full announcement and may' 'ask for additional information or guidance' 'Report security bugs in thirdparty modules to the person or team maintaining' 'the module You can also report a vulnerability through the Node Security' 'Project' 'DDiisscclloossuurree PPoolliiccyy' 'When the security team receives a security bug report they will assign it to a' 'primary handler This person will coordinate the fix and release process' 'involving the following steps' '     Confirm the problem and determine the affected versions' '     Audit code to find any potential similar problems' '     Prepare fixes for all releases still under maintenance These fixes will' '      be released as fast as possible to npm' 'CCoommmmeennttss oonn tthhiiss PPoolliiccyy' 'If you have suggestions on how this process could be improved please submit a' 'pull request using the issue creator
google/material-design-lite,,We use httpsgcovulnz for our intake and triage For valid issues we will' 'do coordination and disclosure here on GitHub including using a GitHub' 'Security Advisory when necessary' 'The Google Security Team will process your report within a day and respond' 'within a week although it will depend on the severity of your report
angular/components,Lock Inactive Issues' 'active' '35231' 'Lock Inactive Issues' 'active' '182734' 'Approve SSR screenshot golden' 'active' '10738862' 'Build SSR screenshot golden' 'active' '11430040' 'DevInfra' 'active' '12183977' 'Build dev-app for deployment' 'active' '14505756' 'Deploying dev-app to Firebase previews' 'active' '14524856' 'OpenSSF Scorecard' 'active' '19226110' 'Code Scanning - Action' 'active' '24754508' 'Google Internal Tests Enforcement' 'active' '39978354' 'DevInfra' 'active' '41706945,for vulnerabilities in Angular please submit your report here' 'For more information on Angulars security policy visit httpsangulario' 'guidesecurity
mdbootstrap/mdb-ui-kit,,
