author_repo,wf_contents,security_policy
yarnpkg/yarn,,
Homebrew/brew,CI' 'active' '9591' 'GitHub Actions CI' 'active' '144150' 'Docker' 'active' '1172314' 'brew doctor' 'active' '1245997' 'Update SPDX license data' 'active' '1921427' 'Update Sorbet files' 'active' '2655049' 'Vendor Gems' 'active' '3741658' 'Triage' 'active' '3744739' 'Triage issues' 'active' '3994728' 'CodeQL' 'active' '16191439' 'pages-build-deployment' 'active' '16399853' 'Linux Nightly Builds' 'active' '25320441' 'Update sponsors' ' maintainers' ' manpage and completions' 'active' '34071194' 'Codespaces Prebuilds' 'active' '38751609' 'Documentation CI' 'active' '40905273' 'Build Homebrew package' 'active' '43483789' 'Codacy Security Scan' 'disabled_manually' '15785305,No technology is perfect and Homebrew believes that working with skilled' 'security researchers across the globe is crucial in identifying weaknesses in' 'any technology If you believe youve found a security issue in Homebrew we' 'encourage you to notify us We welcome working with you to resolve the issue' 'promptly Thank you for keeping Homebrew and its users safe' 'DDiisscclloossuurree PPoolliiccyy' 'Let us know as soon as possible upon discovery of a potential security issue' 'and well make every effort to quickly resolve the issue Please bear in mind' 'were a project run entirely by volunteers in our spare time' 'Make a good faith effort to avoid privacy violations destruction of data and' 'interruption or degradation of our service Only interact with accounts you own' 'or with our explicit permission' 'See the Security section of our README for instructions on how to report a' 'security vulnerability' 'If its a straightforward fix please submit a pull request on GitHub' 'We will respond to and fix reported reproducible security vulnerabilities as' 'soon as possible A gentle reminder that we are a volunteerrun project so' 'please cut us some slack here Provide us a reasonable amount of time to' 'resolve the issue before any disclosure to the public or a thirdparty' 'SSuuppppoorrtteedd VVeerrssiioonnss' 'Homebrew is a rolling release package manager This means' '     only the latest release and latest commit on the master branch of' '      Homebrewbrew are supported' '     only the latest commit on the master branch of all Homebrew repositories' '      is supported' 'SSccooppee' 'The following sites and applications are within scope for this program' '     The brew package manager Homebrewbrew' '     The Homebrewhomebrew official taps' 'EExxcclluussiioonnss' 'The following do not constitute security vulnerabilities in Homebrew' '     brewsh websites' '     brewsh domain SPF configuration' '     security vulnerabilities in hosted web services Homebrew relies on eg' '      GitHub Google Analytics GitHub Pages' '     security vulnerabilities in packaged software that are present in the' '      upstream software although these should be reported to the upstream' '      software' '     security vulnerabilities in software used by but not written by Homebrew' '     nominal clickjacking and similar attacks against our static GitHub Pages' '      websites' 'While researching wed like to ask you to refrain from' '     Denial of service' '     Spamming' '     Social engineering including phishing of Homebrew maintainers or' '      contributors' '     Any physical attempts against Homebrews machines
composer/composer,Mark and close stale support issues' 'active' '12637439' 'Continuous Integration' 'active' '1081307' 'PHP Lint' 'active' '1087671' 'PHPStan' 'active' '1087735' 'Release' 'active' '1087642,If you have found any issues that might have security implications please send' 'a report privately to securitypackagistorg' 'Do not report security reports publicly
python-poetry/poetry,Tests' 'active' '3000' 'Main' 'active' '180507' 'Release' 'active' '203152' 'Code Quality' 'active' '2188612' 'Skip All Jobs' 'active' '2188701' 'Documentation Preview' 'active' '2212427' 'Backport' 'active' '33906448,
pnpm/pnpm,CI' 'active' '3820307' 'CodeQL' 'active' '6656561' 'Release' 'active' '11808535' 'Tag' 'active' '30789380' 'Dependency Review' 'active' '37690100,SSuuppppoorrtteedd VVeerrssiioonnss' 'VVeerrssiioonn SSuuppppoorrtteedd' 'x     ' 'x     ' ' x  ' 'RReeppoorrttiinngg aa VVuullnneerraabbiilliittyy' 'Send and email to securitypnpmio
microsoft/winget-cli,Check Spelling' 'active' '42103801' 'Workflow should not run!' 'disabled_manually' '3653709' 'Workflow should not run!' 'disabled_manually' '11266464,
microsoft/vcpkg,Build' 'active' '11796090' 'Post PR Suggestions' 'active' '11642551' 'PR Suggestions' 'active' '11642552' 'Doc Validation' 'active' '26390254,Microsoft takes the security of our software products and services seriously' 'which includes all source code repositories managed through our GitHub' 'organizations which include Microsoft Azure DotNet AspNet Xamarin and our' 'GitHub organizations' 'If you believe you have found a security vulnerability in any Microsoftowned' 'repository that meets Microsofts definition of a security vulnerability' 'please report it to us as described below' 'RReeppoorrttiinngg SSeeccuurriittyy IIssssuueess' 'PPlleeaassee ddoo nnoott rreeppoorrtt sseeccuurriittyy vvuullnneerraabbiilliittiieess tthhrroouugghh ppuubblliicc GGiittHHuubb iissssuueess' 'Instead please report them to the Microsoft Security Response Center MSRC at' 'httpsmsrcmicrosoftcomcreatereport' 'If you prefer to submit without logging in send email to securemicrosoftcom' 'If possible encrypt your message with our PGP key please download it from the' 'Microsoft Security Response Center PGP Key page' 'You should receive a response within  hours If for some reason you do not' 'please follow up via email to ensure we received your original message' 'Additional information can be found at microsoftcommsrc' 'Please include the requested information listed below as much as you can' 'provide to help us better understand the nature and scope of the possible' 'issue' '     Type of issue eg buffer overflow SQL injection crosssite scripting' '      etc' '     Full paths of source files related to the manifestation of the issue' '     The location of the affected source code tagbranchcommit or direct' '      URL' '     Any special configuration required to reproduce the issue' '     Stepbystep instructions to reproduce the issue' '     Proofofconcept or exploit code if possible' '     Impact of the issue including how an attacker might exploit the issue' 'This information will help us triage your report more quickly' 'If you are reporting for a bug bounty more complete reports can contribute to' 'a higher bounty award Please visit our Microsoft Bug Bounty Program page for' 'more details about our active programs' 'PPrreeffeerrrreedd LLaanngguuaaggeess' 'We prefer all communications to be in English' 'PPoolliiccyy' 'Microsoft follows the principle of Coordinated Vulnerability Disclosure
bower/bower,build' 'active' '1112265,For critical security issues please send an email to teambowerio instead of' 'filing issue here
Carthage/Carthage,Integration Tests' 'active' '213980,
CocoaPods/CocoaPods,Lint' 'active' '2767394' 'Specs' 'active' '2761948' '.github/workflows/issue-opened.yml' 'active' '37971296,
